,Room_ID,Title,Event,Club,Duration,Users,Max_Room_Size,Moderators,Speakers,Listeners,Bounce,Stickiness,Total_User_Time,Avg_User_Time,Avg_User_Time_New_Members,Avg_User_Time_Old_Members,Avg_Speaker_Time,Avg_Listener_Time,New_Users,New_Users_Pct,Old_Users,Old_Users_Pct,Followers
299,MzDBnLWV,Come Have LATENIGHT Vibes With The Hottest On CH,2021-06-19 21:52:00,Living in Luxury,0.25,140.0,35.0,11.0,26.0,114.0,0.464,0.536,420.71666666666664,4.337285223367697,1.76,2.91,7.033333333333333,3.3499999999999996,25.0,0.18,116.0,0.83,
300,mZNbEg0w,Let’s Play Black Card Revoked ,2021-06-19 23:02:00,The Function,1.1,126.0,23.0,4.0,21.0,105.0,0.403,0.597,1601.2,22.23888888888889,0.25,11.2,37.916666666666664,15.783333333333333,4.0,0.03,122.0,0.97,2.0
301,PAKXqrn8,Let’s really talk about Greenroom,2021-06-20 12:32:00,Other,0.3833333333333334,2047.0,355.0,26.0,43.0,2005.0,0.45,0.55,6954.083333333333,4.572046898969976,0.98,3.73,13.350000000000001,4.316666666666666,268.0,0.13,1779.0,0.87,0.0
302,PD0Jd8NR,F1: French GP,2021-06-20 08:07:00,Women Watching Sports Live,3.2,229.0,28.0,5.0,43.0,186.0,0.399,0.601,7302.7,51.067832167832165,2.9,22.77,92.23333333333333,33.36666666666667,22.0,0.1,207.0,0.9,3.0
303,M4B8k1Gg,Which Is Better Greenroom Or Clubhouse? What Benefits You?,2021-06-20 09:27:00,Living in Luxury,3.0166666666666666,11459.0,770.0,51.0,187.0,11287.0,0.558,0.44199999999999995,62030.01666666667,8.553504780290496,1.03,7.3,46.466666666666676,7.55,3544.0,0.31,7915.0,0.69,5.0
304,m2jv2LLq,"CH Townhall - Live, Recap, and Analysis",2021-06-20 00:02:00,Other,4.716666666666667,8406.0,457.0,4.0,200.0,8224.0,0.473,0.527,127334.8,20.657819597663856,1.01,10.72,93.95,18.2,2080.0,0.25,6326.0,0.75,
305,mg6nqRjb,Y’all can’t create content without us REAL content creators,2021-06-20 14:19:00,Living in Luxury,0.016666666666666666,68.0,35.0,12.0,16.0,53.0,0.593,0.40700000000000003,59.43333333333332,1.1006172839506172,0.3,0.0,1.6166666666666665,0.8833333333333333,10.0,0.15,58.0,0.85,
306,xq7yQydl,Exclusive Vibes With Exclusive People,2021-06-20 16:34:00,Living in Luxury,0.5,1418.0,267.0,18.0,36.0,1382.0,0.482,0.518,7273.0,8.835281385281386,0.62,6.11,13.183333333333334,8.533333333333333,212.0,0.15,1206.0,0.85,1.0
307,xoXYQWB5,The Deeper End: Lessons On Intuition From Our Fathers,2021-06-20 17:30:00,Queen of Clubs,1.4333333333333333,5114.0,466.0,5.0,16.0,5098.0,0.505,0.495,16794.0,5.862322798803485,0.84,4.5,36.266666666666666,5.683333333333334,1683.0,0.33,3431.0,0.67,
308,Mwov8J5A,HAPPY BIRTHDAY HONEY SHAKUR PART 2,2021-06-21 12:06:00,The Shakur Way,0.9666666666666668,396.0,71.0,35.0,81.0,315.0,0.598,0.402,4728.75,11.941287878787879,,,26.75,8.133333333333333,63.0,0.16,333.0,0.84,
309,M1ejbYq1,Y DO Y’ALL HAVE SEX SO FAST?DO WOMEN FEEL THEY HAVE TO?,2021-06-21 13:01:00,The Shakur Way,2.5,1525.0,111.0,39.0,152.0,1373.0,0.442,0.558,11378.0,13.280745967741936,2.97,9.26,25.03333333333334,10.35,215.0,0.14,1310.0,0.86,1.0
310,xjbrB5B0,Do Men STAY WITH WOMEN who give it up QUICK?,2021-06-21 14:02:00,The Shakur Way,3.0666666666666673,2687.0,200.0,51.0,165.0,2522.0,0.448,0.552,32576.066666666666,19.62413654618474,2.74,11.33,52.68333333333333,16.0,560.0,0.21,2127.0,0.79,3.0
311,PGRanAjp,"No one, including men, should pay. Capitalism is a scam.",2021-06-21 15:05:00,Club Petty,0.8833333333333333,101.0,20.0,3.0,21.0,80.0,0.263,0.737,872.85,15.313157894736843,5.2,8.11,22.45,11.15,6.0,0.06,95.0,0.94,2.0
312,m2zZGdX8,The Motorsports Recap : Stephanie Travers Day Countdown,2021-06-21 17:07:00,A Black Interest in Motorsport,1.3833333333333333,41.0,11.0,7.0,10.0,31.0,0.32,0.6799999999999999,974.0833333333334,38.96333333333334,1.5,21.79,59.18333333333334,25.483333333333334,2.0,0.05,39.0,0.95,
313,P9eVnbjd,If someone CHEATED should they be given a 2nd CHANCE,2021-06-21 17:27:00,Good Vibez Only,1.7166666666666668,1166.0,141.0,41.0,146.0,1020.0,0.339,0.661,13934.116666666667,18.753858232391206,4.93,11.57,35.483333333333334,14.766666666666666,111.0,0.1,1055.0,0.9,0.0
314,Pb7DGAVB,F1: Silverstone GP Controversies,2021-06-21 18:04:00,Women Watching Sports Live,2.283333333333333,112.0,25.0,3.0,17.0,95.0,0.2,0.8,3893.4666666666662,45.80549019607842,0.0,30.86,86.36666666666666,36.4,1.0,0.01,111.0,0.99,
315,Mwwep1EO,Healing Sounds in these trying times,2021-06-21 19:12:00,Conscious Soundscapes,1.7333333333333334,77.0,17.0,3.0,5.0,72.0,0.429,0.571,1593.466666666667,25.293121693121698,0.0,18.1,72.0,21.26666666666667,3.0,0.04,74.0,0.96,1.0
316,PAXkvlJ7,RAP MONOLOGUES ACT OUT RAP VERSES Open Gym,2021-06-21 20:09:00,Rap Monologues,1.0666666666666667,1992.0,326.0,9.0,14.0,1978.0,0.404,0.596,15005.0,7.59,0.9,8.28,1.7,1.3,187.0,0.09,1805.0,0.91,
317,PQDoyOqb,If someone CHEATED should they be given a 2nd CHANCE Pt.2,2021-06-21 22:30:00,Good Vibez Only,5.75,6012.0,99.0,44.0,168.0,5844.0,0.646,0.354,31291.4,11.064851485148516,0.91,7.93,63.29999999999999,8.466666666666667,3290.0,0.55,2723.0,0.45,8.0
318,M1W2BXaL,Global Welcome Party Everyone’s welcome!,2021-06-22 04:21:00,Welcome Party,0.95,82.0,15.0,3.0,21.0,62.0,0.38,0.62,875.1166666666667,17.502333333333333,7.46,7.92,24.916666666666668,12.133333333333333,19.0,0.23,63.0,0.77,6.0
319,PGoKEo1d,Why don't you follow me,2021-06-22 06:31:00,Club Petty,8.633333333333333,41.0,7.0,3.0,4.0,37.0,0.537,0.46299999999999997,2770.616666666667,67.5760162601626,,,135.65,60.216666666666676,0.0,0.0,41.0,1.0,8.0
320,Pr48R4JO,Now We’re Publicly Humiliating People On Public Apps?,2021-06-22 13:55:00,Living in Luxury,1.15,3085.0,343.0,10.0,57.0,3028.0,0.435,0.565,19754.0,8.523338893522379,1.05,8.51,19.716666666666665,8.066666666666666,807.0,0.26,2279.0,0.74,
321,ME3kQOkP,WHY ARE women So much Better at hiding CHEATING THAN MEN?,2021-06-22 14:47:00,The Shakur Way,1.9500000000000002,1129.0,122.0,44.0,123.0,1006.0,0.462,0.538,11520.1,24.304008438818567,3.71,11.55,43.06666666666667,18.566666666666666,128.0,0.11,1001.0,0.89,1.0
322,xjvYQj8X,Untitled - Radio,2021-06-22 15:11:00,Disco Doggie Radio,2.5666666666666664,12.0,5.0,2.0,3.0,9.0,0.5,0.5,398.45,33.204166666666666,,,58.36666666666667,24.816666666666666,0.0,0.0,12.0,1.0,1.0
323,PQz1Wb5j,Lyric Debates: Rolling Loud Miami Edition,2021-06-22 16:58:00,Austin Dean Ashford,1.9833333333333334,7404.0,945.0,5.0,27.0,7382.0,0.504,0.496,94604.40000000002,17.782781954887223,1.85,15.69,63.416666666666664,17.550000000000004,1806.0,0.24,5599.0,0.76,
324,xqBkgnW9,Why DO PPL USE THEIR KIDS TO make THEIR BM/BD’S UPSET?,2021-06-22 17:21:00,The Shakur Way,1.0166666666666666,354.0,58.0,32.0,57.0,298.0,0.341,0.659,3852.8,17.04778761061947,1.71,10.08,30.383333333333336,12.55,15.0,0.04,340.0,0.96,1.0
325,maQWad55,U STILL SMART or NAH?,2021-06-22 19:05:00,Other,0.6166666666666667,683.0,366.0,3.0,26.0,657.0,0.539,0.46099999999999997,4570.15,7.86,2.44,8.13,17.0,6.283333333333333,6.0,0.01,329.0,0.48,
326,ME57zbpM,Why Bby Moms/Bby Dads try to ruin your new RELATIONSHIP,2021-06-22 21:10:00,The Shakur Way,3.783333333333333,456.0,36.0,24.0,83.0,382.0,0.448,0.552,8226.333333333334,25.78787878787879,16.73,12.76,47.599999999999994,18.116666666666667,24.0,0.05,432.0,0.95,0.0
327,MRG75YXN,Global Welcome Party - Let’s build community,2021-06-23 02:09:00,Welcome Party,0.8833333333333333,45.0,18.0,5.0,22.0,23.0,0.378,0.622,1000.4000000000001,22.23111111111111,,,29.233333333333334,15.533333333333335,2.0,0.04,43.0,0.96,0.0
328,mW15WZQy,Is Greenroom Doomed?,2021-06-23 00:44:00,Other,2.3333333333333335,526.0,60.0,10.0,60.0,473.0,0.485,0.515,7565.366666666667,14.382826362484158,0.85,10.32,39.75,11.116666666666667,47.0,0.09,503.0,0.96,1.0
329,myjejDDO,Modest Women connect with Working Class Men,2021-06-23 14:13:00,Club Petty,1.7666666666666666,191.0,135.0,7.0,30.0,161.0,0.485,0.515,2530.2000000000003,19.16818181818182,0.41,10.45,42.35,14.01666666666667,17.0,0.09,174.0,0.91,0.0
330,xLpDKlLx,What do y’all miss about the old CLUBHOUSE?!,2021-06-23 17:51:00,The Shakur Way,2.2333333333333334,1400.0,135.0,37.0,146.0,1254.0,0.376,0.624,130008.0,18.420225510923185,1.38,10.92,42.36666666666667,14.05,72.0,0.05,1328.0,0.95,17.0
331,xXNN8aNd,F1: Team Principal Report Cards,2021-06-23 20:19:00,Women Watching Sports Live,1.9666666666666668,61.0,14.0,4.0,15.0,46.0,0.342,0.6579999999999999,1941.9499999999998,51.103947368421046,1.0,28.42,74.03333333333333,36.15,3.0,0.05,58.0,0.95,1.0
332,xp9L1A6g,Untitled - Radio,2021-06-24 02:28:00,Disco Doggie Radio,4.133333333333334,27.0,3.0,2.0,2.0,25.0,0.467,0.5329999999999999,710.8666666666666,47.3911111111111,0.0,19.75,124.46666666666667,35.53333333333333,5.0,0.19,22.0,0.81,-1.0
333,mgvODQk2,Y’all mad weird on this app,2021-06-24 11:58:00,Other,1.4,678.0,75.0,27.0,101.0,577.0,0.397,0.603,6873.5,14.813577586206897,1.58,8.57,28.4,11.033333333333333,49.0,0.07,629.0,0.93,1.0
334,PQDJn15A,Teaching my friends how to track analytics,2021-06-24 15:03:00,The Algorithm,0.7333333333333333,37.0,6.0,3.0,3.0,34.0,0.649,0.351,244.93333333333334,6.61981981981982,2.25,4.11,33.1,4.283333333333333,4.0,0.11,34.0,0.92,0.0
335,m7gXZyN3,[Emojis],2021-06-24 18:29:00,The Bomani Effect,1.1833333333333333,1960.0,309.0,2.0,21.0,1939.0,0.446,0.554,12364.216666666667,10.134603825136612,0.82,6.91,35.9,9.683333333333334,323.0,0.16,1638.0,0.84,
336,PAj4G2Y1,Austin Dean live in LA tonight! sophistiratchet.world,2021-06-24 20:17:00,Disco Doggie Radio,3.633333333333333,211.0,25.0,17.0,54.0,188.0,0.48,0.52,5024.15,28.38502824858757,0.13,9.75,48.43333333333334,19.583333333333332,31.0,0.15,180.0,0.85,6.0
337,MwJY6Nwb,People vs. Thee Artist (Lil Wayne) greatest hits,2021-06-24 22:09:00,Jury Duty,7.133333333333333,5481.0,355.0,4.0,22.0,5465.0,0.548,0.45199999999999996,67234.0,12.661770244821092,0.85,10.02,175.73333333333335,11.983333333333334,1415.0,0.26,4066.0,0.74,
338,xBRa92W7,PERFORMING LIVE IN LOS ANGELES @ SILVER LAKE LOUNGE,2021-06-25 12:18:00,Austin Dean Ashford,14.05,15755.0,1136.0,66.0,118.0,15640.0,0.609,0.391,119657.29999999999,13.68920032032948,0.86,5.78,156.61666666666665,11.733333333333333,4359.0,0.28,11399.0,0.72,4.0
339,xkvw045G,WELCOME TO CLUBHOUSE!! Q AND A FROM OG MODERATORS!!,2021-06-25 00:36:00,The Shakur Way,2.15,513.0,62.0,32.0,65.0,448.0,0.378,0.622,4061.0,20.93635170603675,2.42,9.99,30.416666666666668,15.366666666666667,55.0,0.11,458.0,0.89,2.0
340,M4yw2zam,Tips on proper hygiene etiquette,2021-06-25 14:49:00,The Shakur Way,1.0,374.0,47.0,21.0,37.0,337.0,0.792,0.20799999999999996,2965.0,8.8,2.33,9.23,7.45,7.616666666666666,21.0,0.06,353.0,0.94,2.0
341,M5v0zKGj,Live - Derek Chauvin SENTENCING,2021-06-25 15:59:00,Jury Duty,2.033333333333333,1848.0,119.0,4.0,34.0,1814.0,0.509,0.491,9096.0,8.459252669039145,1.44,5.85,37.61666666666666,7.383333333333333,345.0,0.19,1503.0,0.81,6.0
342,xLKJ3VKd,Holding space in the Green Buttwhole,2021-06-25 18:15:00,The Green Buttwhole,1.5,24.0,12.0,20.0,21.0,3.0,0.125,0.875,1131.75,47.15625,,,47.81666666666666,42.53333333333334,0.0,0.0,24.0,1.0,
343,mJElV2ek,An Evening of Creator First Shows - Cocktail Hour,2021-06-27 16:13:00,Community First,0.8333333333333334,246.0,137.0,6.0,20.0,226.0,0.622,0.378,1150.7666666666667,4.677913279132791,,,23.45,3.0166666666666666,8.0,0.03,238.0,0.97,0.0
344,xerNJ2EA,The Deeper End W/ LeoRising: PRIDE In Who You Are!,2021-06-27 17:05:00,Queen of Clubs,0.8,276.0,47.0,2.0,12.0,264.0,0.522,0.478,1947.6166666666668,10.941666666666668,1.08,7.46,23.466666666666665,10.116666666666667,36.0,0.13,240.0,0.87,
345,MO6eDvw7,The Young & The Thirsty: Episode 2,2021-06-27 19:07:00,Comedy Club,1.65,2640.0,491.0,7.0,28.0,2612.0,0.458,0.542,20730.733333333334,11.050497512437811,0.96,7.71,60.583333333333336,10.3,229.0,0.09,2411.0,0.91,2.0
346,m7voDvWW,Y’all really out here blocking Disco Doggie!? Lames!,2021-06-27 23:59:00,Club Petty,1.8333333333333335,187.0,16.0,7.0,26.0,163.0,0.558,0.44199999999999995,2003.8500000000001,21.093157894736844,0.65,7.61,41.2,13.516666666666667,27.0,0.14,160.0,0.86,1.0
347,P9zYAVDo,Disco Doggie wants entertainment. But the “Dr.” blocked me,2021-06-28 01:50:00,Club Petty,2.3333333333333335,70.0,12.0,5.0,11.0,59.0,0.729,0.271,1050.9166666666665,15.013095238095236,,,47.53333333333333,8.95,11.0,0.16,59.0,0.84,1.0
348,MOKKL83R,Clubhouse Moderators (FAKES) who come CLOUT chasing,2021-06-28 17:57:00,Other,3.1333333333333337,584.0,48.0,38.0,54.0,530.0,0.414,0.5860000000000001,6492.0,23.440842490842492,4.14,13.11,51.68333333333333,17.866666666666667,52.0,0.09,532.0,0.91,1.0
349,PrKzWnqj,Untitled,2021-06-28 21:54:00,Other,2.783333333333333,177.0,22.0,9.0,26.0,151.0,0.768,0.23199999999999998,2295.0,12.966101694915254,,,43.55,7.699999999999999,9.0,0.05,168.0,0.95,0.0
350,PYLY9Wrz,Congrats CROWN ROYYAL ON 25K!!,2021-06-28 22:41:00,The Shakur Way,3.3,2831.0,402.0,67.0,151.0,2680.0,0.429,0.571,23952.0,12.270969813744381,0.94,9.77,50.38333333333334,9.766666666666667,254.0,0.09,2577.0,0.91,2.0
351,mag62VYL,Facebook wins antitrust case - Buying spree next?,2021-06-29 11:51:00,Other,1.2666666666666666,4438.0,596.0,22.0,55.0,4383.0,0.525,0.475,25318.0,8.669284940411702,0.57,6.99,37.58333333333333,8.083333333333336,831.0,0.19,3607.0,0.81,3.0
352,M6j4XnpE,What do you know about social audio analytics?,2021-06-29 14:14:00,Data Science & Analytics,1.2666666666666666,422.0,63.0,4.0,25.0,397.0,0.445,0.5549999999999999,3782.8500000000004,8.964099526066352,2.33,4.74,27.45,7.800000000000001,56.0,0.13,366.0,0.87,10.0
353,M59LV2vv,Who are YOU and what are YOU ON clubhouse FOR?,2021-06-29 15:34:00,The Shakur Way,2.45,2339.0,176.0,44.0,246.0,2093.0,0.459,0.5409999999999999,24258.73333333333,17.011734455352965,2.33,9.27,39.03333333333333,12.599999999999998,445.0,0.19,1894.0,0.81,3.0
354,m22XDXzD,How to Build a Better March Madness Bracket in 2022,2021-06-29 17:01:00,Data Science & Sports,0.55,45.0,13.0,2.0,5.0,40.0,0.233,0.767,424.66666666666663,14.155555555555555,0.0,9.47,26.933333333333334,11.6,0.0,0.0,45.0,1.0,2.0
355,M4L0w5Vy,Positive Vibes Only,2021-06-29 18:06:00,Other,4.05,138.0,13.0,14.0,38.0,112.0,0.542,0.45799999999999996,3252.833333333333,27.10694444444444,0.57,10.64,47.55,17.633333333333333,7.0,0.05,132.0,0.96,3.0
356,MKl9zAkQ,Paid Club Membership:Will It Work-How Do U Plan On Using It,2021-06-30 10:37:00,Other,3.916666666666667,2510.0,176.0,43.0,196.0,2314.0,0.411,0.589,30689.166666666664,19.362250262881176,1.86,10.96,46.9,15.566666666666666,344.0,0.14,2166.0,0.86,6.0
357,MEgX4Kny,Small STAGE ghost BIG STAGE thirsty WHY?,2021-06-30 16:46:00,The Shakur Way,2.2,778.0,86.0,43.0,156.0,638.0,0.37,0.63,13291.599999999999,24.254744525547444,4.71,13.0,40.599999999999994,17.75,54.0,0.07,724.0,0.93,0.0
358,m3g4b9O1,Did Cosby’s Conviction Destroy His Legacy; Will He Recover?,2021-06-30 18:07:00,Conversations & Cornbread,6.333333333333334,2109.0,165.0,40.0,165.0,1948.0,0.274,0.726,57452.13333333333,37.137772031889675,7.1,20.57,83.8,31.566666666666666,77.0,0.04,2033.0,0.96,3.0
359,PrWLLLpj,Why Slave Working A 9-5 When You Can Work For YOURSELF ,2021-07-01 11:53:00,Living in Luxury,1.25,1333.0,178.0,28.0,93.0,1240.0,0.393,0.607,11304.599999999999,12.687542087542086,1.05,8.22,30.6,10.6,175.0,0.13,1158.0,0.87,6.0
360,M4GK8L77,What’s wrong with these PickMe Men?,2021-07-01 13:11:00,Living in Luxury,0.8999999999999999,1012.0,125.0,23.0,34.0,978.0,0.484,0.516,6179.5,9.434351145038168,1.32,6.46,36.85,7.933333333333333,228.0,0.23,784.0,0.77,-1.0
361,xeerBwN7,Kickback,2021-07-01 16:39:00,Other,6.133333333333335,96.0,22.0,35.0,38.0,58.0,0.365,0.635,8947.733333333335,93.20555555555558,,,139.7666666666667,62.70000000000001,0.0,0.0,96.0,1.0,-2.0
362,MOvKXBaR,Freedom of Speech - say what YOU want,2021-07-01 20:59:00,Other,2.5833333333333335,114.0,33.0,7.0,45.0,69.0,0.325,0.675,2613.9999999999995,22.929824561403503,,,32.14999999999999,16.916666666666668,4.0,0.04,110.0,0.96,0.0
363,xnKR9Zgw,30 minute countdown tin the Weekend,2021-07-02 18:54:00,Other,4.133333333333334,115.0,15.0,13.0,44.0,71.0,0.504,0.496,4194.950000000001,36.477826086956526,,,55.13333333333333,24.916666666666668,4.0,0.03,111.0,0.97,0.0
364,MRnlkqlY,Untitled,2021-07-03 18:11:00,Other,2.1166666666666667,87.0,12.0,5.0,19.0,68.0,0.644,0.356,1425.9833333333336,16.390613026819928,4.0,4.5,39.083333333333336,10.05,3.0,0.03,84.0,0.97,0.0
365,PYJkjpGO,F1: Austrian GP Live Race Watching,2021-07-04 08:06:00,Women Watching Sports Live,2.533333333333333,250.0,38.0,5.0,41.0,210.0,0.427,0.573,6471.8,41.22165605095542,4.14,19.01,77.73333333333333,28.31666666666667,15.0,0.06,235.0,0.94,1.0
366,PN5YZk7Z,Hello beautiful people,2021-07-04 10:48:00,Other,0.9833333333333334,49.0,16.0,4.0,18.0,31.0,0.408,0.5920000000000001,727.2500000000001,14.84183673469388,,,18.616666666666667,12.650000000000002,3.0,0.06,46.0,0.94,0.0
367,MwWpZ0GO,Y’all Wanna EXPOSE? EXPOSE How Yall Are CLOUT CHASERS,2021-07-05 18:20:00,Living in Luxury,0.8333333333333334,1387.0,207.0,27.0,49.0,1339.0,0.397,0.603,8256.766666666666,8.391023035230353,1.02,5.47,26.983333333333334,7.416666666666667,179.0,0.13,1208.0,0.87,1.0
368,MdgOl9y7,"So, Egyptians are white now? Enlighten me",2021-07-06 14:39:00,Living in Luxury,2.9833333333333334,5820.0,121.0,48.0,126.0,5694.0,0.342,0.6579999999999999,55933.0,15.886251145737853,3.48,10.69,53.3,14.449999999999998,681.0,0.12,5139.0,0.88,
369,xoBAAgd6,Stop GASLIGHTING BLK People For Whitewashed History,2021-07-06 17:46:00,Living in Luxury,0.85,505.0,107.0,17.0,34.0,473.0,0.312,0.688,4812.133333333333,12.402405498281787,4.41,9.03,26.483333333333334,11.05,37.0,0.07,468.0,0.93,
370,PNyn9LZ6,Chasing Box,2021-07-08 19:21:00,The Green Buttwhole,3.05,404.0,38.0,31.0,38.0,366.0,0.394,0.606,6745.0,18.43,0.58,20.2,22.983333333333338,13.000000000000002,34.0,0.08,370.0,0.92,2.0
371,xVbBGQ4R,NBA Finals - Suns vs Bucks - Game 2,2021-07-08 21:24:00,Women Watching Sports Live,2.1666666666666665,543.0,29.0,5.0,29.0,516.0,0.658,0.34199999999999997,2772.2833333333338,9.397570621468928,0.29,4.32,39.95,6.066666666666666,107.0,0.2,436.0,0.8,6.0
372,PA3zKgX1,Let’s talk kink,2021-07-10 02:22:00,The Kink Whole,3.2666666666666666,282.0,20.0,7.0,30.0,252.0,0.521,0.479,3707.25,22.46818181818182,3.1,9.0,56.0,15.016666666666666,11.0,0.04,271.0,0.96,8.0
373,xqk6Ae48,The Deeper End W/ LeoRising: The Cave Of Wonders,2021-07-11 18:12:00,Queen of Clubs,0.8999999999999999,3851.0,,4.0,11.0,3840.0,0.503,0.497,13093.0,4.672655020459554,0.81,4.07,28.166666666666664,4.55,744.0,0.19,3077.0,0.8,
374,ma9l7Kzm,The Young & The Thirsty Ep. 3 #youngandthirstyCH,2021-07-11 21:07:00,Comedy Club,1.6333333333333333,4640.0,316.0,7.0,40.0,4600.0,0.593,0.40700000000000003,20440.116666666665,7.90108877721943,0.63,4.94,46.083333333333336,7.316666666666666,1174.0,0.25,3466.0,0.75,1.0
375,m2zoAR49,The Young & The Thirsty OFFICIAL / AUTHORIZED AFTER PARTY,2021-07-12 12:56:00,Community First,5.433333333333334,5706.0,62.0,29.0,47.0,5659.0,0.766,0.23399999999999999,8667.0,4.9991632211065165,0.7,2.02,42.483333333333334,4.3,2096.0,0.37,3610.0,0.63,6.0
376,mJEpXNlO,Clubhouse is just SICK,2021-07-12 14:47:00,Other,0.55,415.0,86.0,8.0,22.0,393.0,0.761,0.239,1233.4,2.9720481927710845,,,12.0,2.466666666666667,107.0,0.26,308.0,0.74,
377,xLzEaGvK,Stephanie Travers Day,2021-07-12 17:42:00,Women Watching Sports Live,1.1333333333333333,142.0,46.0,15.0,22.0,120.0,0.202,0.798,3340.8666666666672,32.12371794871795,26.14,22.59,50.60000000000001,27.166666666666668,8.0,0.06,134.0,0.94,0.0
378,PAAOJRDA,The BackChannel is live are you excited?,2021-07-14 13:04:00,Community First,1.2166666666666668,444.0,47.0,8.0,44.0,416.0,0.484,0.516,3209.833333333334,10.35430107526882,0.85,5.57,24.08333333333333,8.083333333333336,81.0,0.18,363.0,0.82,3.0
379,xjY6p8jN,RESPECTFULLY - Using CLUBHOUSE As A Force For Good,2021-07-14 18:19:00,Other,3.1000000000000005,5313.0,531.0,44.0,72.0,5241.0,0.287,0.7130000000000001,52599.0,16.499215965787595,1.2,11.16,38.766666666666666,15.399999999999999,593.0,0.11,4720.0,0.89,3.0
380,Prk855EW,The Girls Next Door Meet The Tech Men,2021-07-14 19:07:00,The Girls Next Door,1.3,2875.0,347.0,31.0,71.0,2809.0,0.48,0.52,16676.100000000002,7.7383294663573094,1.13,6.34,31.366666666666667,6.933333333333334,434.0,0.15,2441.0,0.85,1.0
381,xj6V5j7g,Married Men Connect with Hot Women Late Night Uncut,2021-07-14 21:21:00,Living in Luxury,0.4166666666666667,427.0,68.0,15.0,33.0,395.0,0.568,0.43200000000000005,1447.2333333333336,4.698809523809524,1.77,3.28,12.466666666666667,3.766666666666667,88.0,0.21,339.0,0.79,
382,M5D3yYRO,Late Night Therapy Session For Married Men W/ Hot Women,2021-07-14 13:42:00,Living in Luxury,0.4833333333333334,451.0,66.0,18.0,68.0,383.0,0.503,0.497,2021.8000000000002,6.8768707482993205,3.87,4.1,12.266666666666667,5.316666666666667,102.0,0.23,349.0,0.77,
383,m2E3rqrz,Creators First: Jury Duty-SE:1EP PPL vs. Marriage,2021-07-14 19:00:00,Jury Duty,0.05,274.0,,3.0,20.0,254.0,,,415.0,1.63,1.07,1.76,,,43.0,0.16,231.0,0.84,
384,xXJwp6rb,For friends who check friends for ticks,2021-07-14 23:56:00,The Green Buttwhole,3.1333333333333337,340.0,162.0,23.0,45.0,295.0,0.549,0.45099999999999996,3986.7833333333338,21.905402930402932,1.39,9.39,44.4,14.516666666666667,56.0,0.16,284.0,0.84,1.0
385,m2jnllZ1,How do you get Clubhouse employees to come to your rooms?,2021-07-15 00:37:00,The Green Buttwhole,1.1333333333333333,531.0,308.0,16.0,43.0,488.0,0.552,0.44799999999999995,3414.5166666666664,11.086093073593073,0.0,5.58,29.28333333333333,8.133333333333333,81.0,0.15,450.0,0.85,4.0
386,MOXBKoQQ,Men Get To Ask “The Girls Next Door” Questions,2021-07-15 20:14:00,The Girls Next Door,0.08333333333333333,86.0,,7.0,14.0,72.0,0.509,0.491,119.0,1.65,0.7,1.81,4.216666666666668,,10.0,0.12,76.0,0.88,
387,MzDdjojw,Issa Crypto Party : BRING YOUR LASER EYES,2021-07-15 22:19:00,Living in Luxury,0.5,311.0,63.0,30.0,61.0,250.0,0.479,0.521,10003.0,6.451288659793813,0.49,4.57,9.2,5.249999999999999,36.0,0.12,276.0,0.89,4.0
388,MznNLwr3,CRYPTO ROOM LATE NIGHT : BRING YOUR LASER EYES,2021-07-15 22:54:00,Living in Luxury,0.7333333333333333,330.0,48.0,20.0,27.0,304.0,0.549,0.45099999999999996,3061.0,10.07,1.73,11.48,22.45,5.8,44.0,0.13,286.0,0.87,1.0
389,PA0o99Ke,Racial Profiling: Does my Melanin Offend You?,2021-07-16 00:21:00,Living in Luxury,1.3833333333333333,798.0,89.0,41.0,78.0,720.0,0.399,0.601,5636.95,11.71923076923077,3.84,6.44,25.116666666666667,9.283333333333333,100.0,0.13,698.0,0.87,1.0
390,xBR3yJj6,A First Date? At Your House? Absolutely NOT,2021-07-16 13:51:00,Living in Luxury,0.6666666666666666,662.0,97.0,22.0,57.0,606.0,0.462,0.538,3278.8500000000004,7.5375862068965525,2.02,4.64,16.850000000000005,6.133333333333334,105.0,0.16,558.0,0.84,1.0
391,my4VO4BD,Summer NAMM Jam Sesh,2021-07-16 14:37:00,Other,1.6333333333333333,3245.0,322.0,4.0,30.0,3215.0,0.477,0.523,17916.11666666667,9.811673968601681,1.2,5.82,43.58333333333334,9.266666666666667,639.0,0.2,2606.0,0.8,
392,xpoR0nqv,Afternoon Therapy Session For Married Men W/ Hot Women,2021-07-16 14:39:00,Living in Luxury,0.2833333333333333,225.0,43.0,18.0,33.0,193.0,0.493,0.507,661.3000000000001,4.592361111111112,1.74,2.96,7.65,3.6833333333333336,35.0,0.16,190.0,0.84,
393,mW9O88ax,Hot Women Get Advice & Connect W/ Business Men,2021-07-16 16:16:00,Living in Luxury,0.75,861.0,138.0,22.0,77.0,789.0,0.464,0.536,5602.116666666666,9.44707700955593,2.49,6.21,22.38333333333333,7.516666666666666,134.0,0.16,727.0,0.84,
